k,inertia,silhouette,davies_bouldin,calinski_harabasz
2,327.237147174914,0.3664232481937305,1.0941076422922869,22.38434258026927
3,258.0218524709273,0.2599427656151912,1.3237111385021114,18.783663797755036
4,209.7964487506524,0.2383752131429781,1.1925325546748486,17.7431154681573
5,177.47414997811487,0.25225663230090667,0.9661555428526121,16.88753651199952
6,153.94669355585063,0.2560811685286367,1.0466616216767644,16.16898957896207
7,135.5738319737968,0.25648047586705414,0.9221473606861682,15.595516430875605
